TIPO;CLAVE;ESTADO;OBSERVACION;UNIDADES_X_BULTO;PRECIO_LISTA_UNITARIO;COSTO_UNITARIO;BULTOS_X_PALLET;KG_X_BULTO;DESCRIPCION;ACTUALIZADO;BASE_OPERACION_X_BULTO
SKU;BIZ0185;;;16;#N/D;#N/D;#N/D;;GALLETITAS DULCES SABOR CHOCOLATE 16 x 120;;
SKU;BIZ0212;;;12;#N/D;#N/D;#N/D;;MINI ALFAJOR DISPLAY 12X300G;;
SKU;BIZ0213;;;18;#N/D;#N/D;#N/D;;MINI ALFAJOR BLISTER 18X150G;;
SKU;BIZ0220;;;16;#N/D;#N/D;#N/D;;GALLETA SABOR VAINILLA CON RELLENO DE LIMÓN 16x120;;
SKU;BIZ0221;;;16;#N/D;#N/D;#N/D;;GALLETA SABOR VAINILLA CON RELLENO DE CHOCOLATE 16x120;;
SKU;BIZ0222;;;16;#N/D;#N/D;#N/D;1,92;GALLETA SABOR CHOCOLATE CON RELLENO DE LIMÓN 16x120;;
SKU;BIZ0223;;;16;#N/D;#N/D;#N/D;;GALLETA SABOR CHOCOLATE CON RELLENO DE CHOCOLATE 16x120;;
SKU;BIZ0226;;;14;#N/D;#N/D;#N/D;;GALLETITAS CRACKER 14X300 S&P;;
SKU;BIZ0227;;;14;#N/D;#N/D;#N/D;;GALLETITAS SALVADO 14X300 S&P;;
SKU;BIZ0230;;;14;#N/D;#N/D;#N/D;;GALLETITAS MINI CRACKERS 5 SEMILLAS ANONIMA;;
SKU;BIZ0231;;;14;#N/D;#N/D;#N/D;;GALLETITAS MINI CRACKERS CLASICAS ANONIMA;;
SKU;BIZ0232;;;14;#N/D;#N/D;#N/D;;GALLETITAS MINI CRACKERS MULTICEREAL ANONIMA;;
SKU;BIZ0233;;;14;#N/D;#N/D;#N/D;;GALLETITAS MINI CRACKERS SALVADO ANONIMA;;
SKU;BIZ0244;;;20;#N/D;#N/D;#N/D;;Grasa 20 x 200g S&P;;
SKU;BIZ0245;;;20;#N/D;#N/D;#N/D;;Azucarado 20 x 200g S&P;;
SKU;BIZ0246;;;14;#N/D;#N/D;#N/D;;BUDIN DULCE MAMÁ INGLÉS 14 X 170g;;
SKU;BIZ0247;;;14;#N/D;#N/D;#N/D;;BUDIN DULCE MAMÁ LIMON 14 X 170g;;
SKU;BIZ0248;;;14;#N/D;#N/D;#N/D;;BUDIN DULCE MAMÁ MARMOLADO 14 X 170g;;
SKU;BIZ0249;;;14;#N/D;#N/D;#N/D;;BUDIN DULCE MAMÁ VAINILLA 14 X 170g;;
SKU;BIZ0250;;;15;#N/D;#N/D;#N/D;;CHATITAS INTEGRALES 15X140;;
SKU;BIZ0251;;;14;#N/D;#N/D;#N/D;;MINI CHATITAS BARBACOA 14X115g;;
SKU;BIZ0252;;;14;#N/D;#N/D;#N/D;;MINI CHATITAS CHEDDAR 14X115g;;
SKU;BIZ0253;;;14;#N/D;#N/D;#N/D;;MINI CHATITAS GUACAMOLE 14X115g;;
SKU;BIZ0254;;;14;#N/D;#N/D;#N/D;;MINI CHATITAS PIZZA 14X115g;;
SKU;BIZ0255;;;12;#N/D;#N/D;#N/D;2,4;TOSTADAS CLASICAS 12X200g;;
SKU;BIZ0256;;;12;#N/D;#N/D;#N/D;;TOSTADAS DULCES 12X200g;;
SKU;BIZ0257;;;12;#N/D;#N/D;#N/D;;TOSTADAS LIGHT 12X200g;;
SKU;BIZ0258;;;12;#N/D;#N/D;#N/D;2,4;TOSTADAS SALVADO 12X200g;;
SKU;BIZ0259;;;10;#N/D;#N/D;#N/D;;MADALENAS DULCE MAMA VAINILLA 10x200;;
SKU;BIZ0261;;;8;#N/D;#N/D;#N/D;;PAN DULCE CON FRUTAS;;
SKU;BIZ0262;;;12;#N/D;#N/D;#N/D;;PEPAS MEMBRILLO DULCE MAMA 12X350;;
SKU;BIZ0263;;;16;#N/D;#N/D;#N/D;;PEPAS MEMBRILLO DULCE MAMA 16X200;;
SKU;BIZ0264;;;16;#N/D;#N/D;#N/D;;GALLETAS DE AVENA Y MIEL 16X120;;
SKU;BIZ0265;;;16;#N/D;#N/D;#N/D;1,92;GALLETAS DE AVENA Y PASAS 16X120;;
SKU;BIZ0266;;;16;#N/D;#N/D;#N/D;1,92;COOKIES CHIPS CHOCOLATE BLANCO 16X120;;
SKU;BIZ0267;;;16;#N/D;#N/D;#N/D;;COOKIES CHIPS COLORES 16X120;;
SKU;BIZ0268;;;16;#N/D;#N/D;#N/D;1,92;GALLETAS DE AVENA CON YOGUR FRUTILLA 16X120;;
SKU;BIZ0269;;;16;#N/D;#N/D;#N/D;;COOKIES CHIPS CHOCOLATE 16X120;;
SKU;BIZ0270;;;16;#N/D;#N/D;#N/D;1,92;BOCADITOS SABOR FRUTILLA 16X120G;;
SKU;BIZ0271;;;16;#N/D;#N/D;#N/D;1,92;BOCADITOS SABOR BANANA 16X120G;;
SKU;BIZ0272;;;10;#N/D;#N/D;#N/D;;SUPER OBLEA 8x300g;;
SKU;BIZ0273;;;;#N/D;#N/D;#N/D;;GALLETITAS CRACKERS 10X300G MAROLIO;;
SKU;BIZ0274;;;;#N/D;#N/D;#N/D;;GALLETITAS SALVADO 10X300G MAROLIO;;
SKU;BIZ0275;;;14;#N/D;#N/D;#N/D;;GALLETITAS SALVADO VIT D 14X250;;
SKU;BIZ0276;;;14;#N/D;#N/D;#N/D;;GALLETITAS CINCO SEMILLAS VIT D 14X250;;
SKU;BIZ0277;;;14;#N/D;#N/D;#N/D;;GALLETITAS CRACKER VIT D 14X250;;
SKU;BIZ0278;;;14;#N/D;#N/D;#N/D;;GALLETITAS SIN SAL VIT D 14X250;;
SKU;BIZ0279;;;14;#N/D;#N/D;#N/D;;BUDIN INTEGRAL BANANA Y CINCO SEMILLAS 14X170;;
SKU;BIZ0280;;;14;#N/D;#N/D;#N/D;;BUDIN CHOCOLATE 14X170;;
SKU;BIZ0281;;;14;#N/D;#N/D;#N/D;;BUDIN INGLES 14X170;;
SKU;BIZ0282;;;14;#N/D;#N/D;#N/D;;BUDIN INTEGRAL LIMON CON AMAPOLA 14X170;;
SKU;BIZ0283;;;14;#N/D;#N/D;#N/D;;BUDIN MARMOLADO 14X170;;
SKU;BIZ0284;;;14;#N/D;#N/D;#N/D;;BUDIN VAINILLA 14X 170;;
SKU;BIZ0285;;;14;#N/D;#N/D;#N/D;;BUDIN VAINILLA RELLENO CON DDL 14X190;;
SKU;BIZ0286;;;24;#N/D;#N/D;#N/D;;CLASICO 24X215G c/VITAMINA D;;
SKU;BIZ0287;;;20;#N/D;#N/D;#N/D;;AZUCARADO 20X210G c/VITAMINA D;;
SKU;BIZ0288;;;24;#N/D;#N/D;#N/D;;AGRIDULCES 24X215 G c/VITAMINA D;;
SKU;BIZ0289;;;8;#N/D;#N/D;#N/D;;PAN DULCE CON CHIPS;;
SKU;BIZ0290;;;8;#N/D;#N/D;#N/D;;PAN DULCE VENECIANO;;
SKU;BIZ0291;;;24;#N/D;#N/D;#N/D;;9DEORO SALVADO 24X200;;
SKU;BIZ0292;;;24;#N/D;#N/D;#N/D;4,08;9DEORO LIGTH 24X170;;
SKU;BIZ0293;;;24;#N/D;#N/D;#N/D;4,8;9DEORO CLASICO 24X200;;
SKU;BIZ0294;;;28;#N/D;#N/D;#N/D;5,88;9DEORO AZUCARADOS 28X210;;
SKU;BIZ0295;;;24;#N/D;#N/D;#N/D;;9 DE ORO CLASICOS 24X200g VITAMINA D;;
SKU;BIZ0306;;;20;#N/D;#N/D;#N/D;;9 DE ORO AGRIDULCES 20X200G VITAMINA D;;
SKU;BIZ0307;;;10;#N/D;#N/D;#N/D;;MADALENAS VAINILLA DDL 10x200;;
SKU;BIZ0325;;;36;#N/D;#N/D;#N/D;;OBLEA CUADRADA CAPA VAINILLA RELLENO CHOCOLATE  9 DE ORO 36x140 GRS;;
SKU;BIZ0337;;;12;#N/D;#N/D;#N/D;;GALLETITAS DULCES SABOR VAINILLA 12X380;;
SKU;BIZ0338;;;16;#N/D;#N/D;#N/D;;RELLENITAS SABOR VAINILLA RELLENA DE DULCE DE LECHE 16x120 GR;;
SKU;BIZ0339;;;16;#N/D;#N/D;#N/D;;RELLENITAS SABOR VAINILLA RELLENA DE FRUTOS ROJOS 16x120 GR;;
SKU;BIZ0345;;;14;#N/D;#N/D;#N/D;;BUDIN CENTENO 14X170;;
SKU;BIZ0347;;;20;#N/D;#N/D;#N/D;;9 DE ORO GRANOLA 20X180g VITAMINA D;;
SKU;BIZ0351;;;18;#N/D;#N/D;#N/D;;MEDALLON MENTA BAÑADO EN CHOCOLATE 18X 110 GRS;;
SKU;BIZ0353;;;12;#N/D;#N/D;#N/D;;TOSTADAS DE ARROZ CLASICAS 12X120g;;
SKU;BIZ0354;;;12;#N/D;#N/D;#N/D;;TOSTADAS DE ARROZ SIN SAL 12X120g;;
SKU;BIZ0356;;;12;#N/D;#N/D;#N/D;;PEPA 9 DE ORO 12x500 G;;
SKU;BIZ0357;;;12;#N/D;#N/D;#N/D;4,2;PEPA 9 DE ORO 12X350 G;;
SKU;BIZ0358;;;16;#N/D;#N/D;#N/D;;PEPA 9 DE ORO 16x140 G;;
SKU;BIZ0362;;;16;#N/D;#N/D;#N/D;;ANILLITOS CHOCOLATE 16X180 OCT;;
SKU;BIZ0363;;;16;#N/D;#N/D;#N/D;;ANILLITOS VAINILLA 16X180 OCT;;
SKU;BIZ0364;;;16;#N/D;#N/D;#N/D;;ANILLITOS COCO  16X180 OCT;;
SKU;BIZ0365;;;20;#N/D;#N/D;#N/D;;9 DE ORO CARA SUCIA 20X200g;;
SKU;BIZ0371;;;28;#N/D;#N/D;#N/D;;OBLEA CHOCOLATE RELLENO NARANJA 28 x 110G;;
SKU;BIZ0372;;;28;#N/D;#N/D;#N/D;;OBLEA VAINILLA RELLENO VAINILLA Y FRUTILLA 28x110G;;
SKU;BIZ0373;;;28;#N/D;#N/D;#N/D;;OBLEA VAINILLA RELLENO NARANJA 28 x 110G;;
SKU;BIZ0375;;;18;#N/D;#N/D;#N/D;;Mini Muffins Carrot Cake 9 de ORO;;
SKU;BIZ0377;;;18;#N/D;#N/D;#N/D;;"Mini Muffins Vainilla c /chip Chocolate,
9 de ORO";;
SKU;BIZ0378;;;18;#N/D;#N/D;#N/D;;Mini Muffins Vainilla c / DDL 9 de ORO;;
SKU;BIZ0380;;;18;#N/D;#N/D;#N/D;;"Mini Muffins
Red Velvet c /Frutos Rojos
9 de ORO";;
SKU;BIZ0392;;;6;#N/D;#N/D;#N/D;;PAN DULCE 9 De ORO  CON CHIPS;;
SKU;BIZ0393;;;6;#N/D;#N/D;#N/D;;PAN DULCE 9 De ORO CON FRUTAS;;
SKU;BIZ0394;;;6;#N/D;#N/D;#N/D;;PAN DULCE 9 De ORO VENECIANO;;
SKU;BIZ0401;;;12;#N/D;#N/D;#N/D;2,16;MINI GRISINES CLASICOS 12x180g;;
SKU;BIZ0402;;;12;#N/D;#N/D;#N/D;2,16;MINI GRISINES MULTICEREAL 12x180g;;
SKU;BIZ0404;;;14;#N/D;#N/D;#N/D;3,5;PASEO CRACKER OLIVA Y ROMERO  14X250g;;
SKU;BIZ0405;;;14;#N/D;#N/D;#N/D;3,5;PASEO CRACKER PIZZA  14X250g;;
SKU;BIZ0406;;;14;#N/D;#N/D;#N/D;;PASEO CRACKER QUESO  14X250g;;
SKU;BIZ0417;;;;#N/D;;#N/D;;GALLETITAS DULCES CON CANELA;;
SKU;BIZ0431;;;;#N/D;;#N/D;3,5;MINI CRACKERS PASEO JAM14X250G;;
SKU;END0001;;;6;#N/D;#N/D;#N/D;;EDULCORANTE CLASICO 200ML;;
SKU;END0002;;;6;#N/D;#N/D;#N/D;;EDULCORANTE CLASICO 500ML;;
SKU;END0003;;;6;#N/D;#N/D;#N/D;;EDULCORANTE SUCRALOSA 200ML;;
SKU;END0004;;;6;#N/D;#N/D;#N/D;;EDULCORANTE SUCRALOSA 500ML;;
SKU;END0005;;;6;#N/D;#N/D;#N/D;;EDULCORANTE STEVIA 200ML;;
SKU;END0006;;;6;#N/D;#N/D;#N/D;;EDULCORANTE STEVIA 500ML;;
SKU;END0007;;;12;#N/D;#N/D;#N/D;;EDUL. CLASICO EN SOBRE 12X80G;;
SKU;END0008;;;12;#N/D;#N/D;#N/D;;EDUL. STEVIA EN SOBRE 12X80G;;
SKU;END0009;;;12;#N/D;#N/D;#N/D;;EDUL. SUCRALOSA 100 SOBRES 12X80G;;
SKU;HCM0001;;;10;#N/D;#N/D;#N/D;;Harina 000 Cañuelas;;
SKU;HCM0002;;;10;#N/D;#N/D;#N/D;;HARINA 000 MAROLIO PK 10 X 1 KG;;
SKU;HCM0017;;;10;#N/D;#N/D;#N/D;;HARINA 0000 PUREZA PK 10 X 1 KG;;
SKU;HCM0026;;;10;#N/D;#N/D;#N/D;;HARINA LEUDANTE PUREZA FORTIFICADA PK 10 X 1 KG;;
SKU;HCM0083;;;10;#N/D;#N/D;#N/D;;HARINA CON LEVADURA DIA% PK 10 X 1 KG;;
SKU;HCM0089;;;10;#N/D;#N/D;#N/D;;HARINA 000 PUREZA PK 10 X 1 KG;;
SKU;HCM0090;;;10;#N/D;#N/D;#N/D;;HARINA CON LEVADURA PUREZA ESPECIAL PARA PIZZA PK 10 X 1 KG;;
SKU;HCM0095;;;10;#N/D;#N/D;#N/D;;HARINA LEUDANTE PUREZA ULTRA REFINADA;;
SKU;HCM0096;;;10;#N/D;#N/D;#N/D;;Harina 0000 Pureza UR x 1Kg;;
SKU;HCM0097;;;10;#N/D;#N/D;#N/D;;HARINA CON LEVADURA PUREZA ESPECIAL PARA PANES PK 10 X 1KG;;
SKU;HCM0124;;;10;#N/D;#N/D;#N/D;;HARINA CON LEVADURA MOLTO 10 X 1 KG;;
SKU;HCM0221;;;10;#N/D;#N/D;#N/D;;HAR 100% INTEGRAL PUREZA 10X1;;
SKU;HCM0228;;;10;#N/D;#N/D;#N/D;;Harina Integral Leudante Pureza;;
SKU;HCM0229;;;10;#N/D;#N/D;#N/D;;Harina Leudante Pureza Sin Sodio;;
SKU;HCM0230;;;10;#N/D;#N/D;#N/D;;HAR. CAÑUELAS 0000 10X1;;
SKU;HCM0231;;;10;#N/D;#N/D;#N/D;;HAR. CAÑU LEUDANTE 10X1;;
SKU;HCM0257;;;10;#N/D;#N/D;#N/D;;Harina 0000 Pureza UR Vit D;;
SKU;HCM0258;;;10;#N/D;#N/D;#N/D;;Harina 000 Cañuelas UR Vit D;;
SKU;HCM0261;;;10;#N/D;#N/D;#N/D;;Harina 100% Int con Lev Esp Pizza;;
SKU;HCM0272;;;10;#N/D;#N/D;#N/D;;Harina Cañuelas Integral;;
SKU;HCM0276;;;10;#N/D;#N/D;#N/D;;Harina Leudante Pureza UR Vit D;;
SKU;HCM0285;;;10;#N/D;#N/D;#N/D;;Harina 000 Pureza Ultra Refinada Vit D;;
SKU;HCM0286;;;10;#N/D;#N/D;#N/D;;Harina c/Levadura Especial Pizza Pureza Vit D;;
SKU;HCM0287;;;10;#N/D;#N/D;#N/D;;Harina c/Levadura Especial para Panes Caseros Vit D;;
SKU;HCM0294;;;10;#N/D;#N/D;#N/D;;Harina Esp. para Pizzas Ceseras con Masa Madre;;
SKU;HCM0298;;;10;#N/D;#N/D;#N/D;;Harina Leu Pureza Fortif con Vit + Zinc;;
SKU;HCM0299;;;10;#N/D;#N/D;#N/D;;Harina 0000 Pureza Fortif con Vit + Zinc;;
SKU;HCM1095;;;10;#N/D;#N/D;#N/D;;HAR.PUR.LEU UR 10X1 V2;;
SKU;HCM1257;;;10;#N/D;#N/D;#N/D;;HAR.PUR.0000 UR VIT D 10X1 V2;;
SKU;PAS0020;;;12;#N/D;#N/D;#N/D;6;FIDEOS TIRABUZON SAN AGUSTIN 12 X 500 GR;;
SKU;PAS0021;;;12;#N/D;#N/D;#N/D;;FIDEOS TALLARIN SAN AGUSTIN 12 X 500 GR;;
SKU;PAS0022;;;12;#N/D;#N/D;#N/D;;FIDEOS SPAGHETTI SAN AGUSTIN 12 X 500 GR;;
SKU;PAS0023;;;12;#N/D;#N/D;#N/D;6;FIDEOS RIGATTI SAN AGUSTIN 12 X 500 GR;;
SKU;PAS0024;;;12;#N/D;#N/D;#N/D;6;ÑOQUIS SAN AGUSTIN 12 X 500 GR;;
SKU;PAS0025;;;12;#N/D;#N/D;#N/D;6;FIDEOS NIDO ANGOSTO SAN AGUSTIN 12 X 500 GR;;
SKU;PAS0026;;;12;#N/D;#N/D;#N/D;6;FIDEOS NIDO ANCHO SAN AGUSTIN 12 X 500 GR;;
SKU;PAS0027;;;12;#N/D;#N/D;#N/D;6;FIDEOS MUNICIONES SAN AGUSTIN 12 X 500 GR;;
SKU;PAS0028;;;12;#N/D;#N/D;#N/D;6;FIDEOS MOSTACHOL SAN AGUSTIN12 X 500 GR;;
SKU;PAS0029;;;12;#N/D;#N/D;#N/D;6;FIDEOS DEDALITOS SAN AGUSTIN 12 X 500 GR;;
SKU;PAS0030;;;12;#N/D;#N/D;#N/D;6;FIDEOS CODITO SAN AGUSTIN 12 X 500 GR;;
SKU;PAS0031;;;12;#N/D;#N/D;#N/D;6;FIDEOS CELENTANO SAN AGUSTIN 12 X 500 GR;;
SKU;PAS0032;;;12;#N/D;#N/D;#N/D;6;FIDEOS CABELLO DE ANGEL SAN AGUSTIN 12 X 500 GR;;
SKU;PAS0033;;;12;#N/D;#N/D;#N/D;6;FIDEOS AVE MARIA SAN AGUSTIN 12 X 500 GR;;
SKU;PAS0034;;;12;#N/D;#N/D;#N/D;6;SAN AGUSTIN PAMPERITO 12 X 500 GR;;
SKU;PAS0042;;;12;#N/D;#N/D;#N/D;6;INTEGRAL MOSTACHOL 12 X 500G;;
SKU;PAS0043;;;12;#N/D;#N/D;#N/D;6;INTEGRAL NIDO ANCHO 12 X 500G;;
SKU;PAS0044;;;12;#N/D;#N/D;#N/D;6;INTEGRAL TIRABUZON 12 X 500G;;
SKU;PAS0053;;;12;#N/D;#N/D;#N/D;6;FUSILLI DE SEMOLA INT DE TRIGO;;
SKU;PAS0054;;;12;#N/D;#N/D;#N/D;6;RIGATONI DE SEM INT DE TRIGO;;
SKU;PAS0055;;;12;#N/D;#N/D;#N/D;6;RIGATTI DE SEMOLA INT DE TRIGO;;
SKU;PAS0056;;;12;#N/D;#N/D;#N/D;6;FUSILLI AL HUEVO DE SEMOLA;;
SKU;PAS0057;;;12;#N/D;#N/D;#N/D;6;RIGATONI AL HUEVO DE SEMOLA;;
SKU;PAS0058;;;12;#N/D;#N/D;#N/D;6;RIGATTI AL HUEVO DE SEMOLA;;
SKU;PAS0059;;;20;#N/D;#N/D;#N/D;10;SAN AGUSTIN SPAGHETTI 20X500;;
SKU;PAS0060;;;20;#N/D;#N/D;#N/D;10;SAN AGUSTIN TALLARIN 20X500;;
SKU;PAS0061;;;12;#N/D;#N/D;#N/D;6;COOP TIRABUZONES 500GR 12X500G;;
SKU;PAS0062;;;12;#N/D;#N/D;#N/D;6;COOP ÑOQUIS 500GR 12X500G;;
SKU;PAS0063;;;12;#N/D;#N/D;#N/D;6;COOP MOSTACHOLES 500GR 12X500G;;
SKU;PAS0064;;;12;#N/D;#N/D;#N/D;6;PRIMER PRECIO TIRABUZON 12X500;;
SKU;PAS0066;;;12;#N/D;#N/D;#N/D;6;PRIMER PRECIO MOSTACHOL 12X500;;
SKU;PAS0067;;;12;#N/D;#N/D;#N/D;6;PRIMER PRECIO CODO 12X500G;;
SKU;PAS0068;;;12;#N/D;#N/D;#N/D;6;PRIMER PRECIO AVE MARIA 12X500;;
SKU;PRE0001;;;12;#N/D;#N/D;#N/D;;PAN RALLA. MAMA COCINA PLUS 12 X 500 GR;;
SKU;PRE0002;;;10;#N/D;#N/D;#N/D;;PAN RALLA. MAMA COCINA PLUS 10 X 1 KG;;
SKU;PRE0007;;;12;#N/D;#N/D;#N/D;;REBOZ. FREIR MC PLUS 12X500GR;;
SKU;PRE0008;;;10;#N/D;#N/D;#N/D;;REBOZ. FREIR MAMA COCINA PLUS 10 X 1 KG;;
SKU;PRE0013;;;12;#N/D;#N/D;#N/D;;REBOZ. HORNO MAMA COCINA PLUS 12 X 500 GR;;
SKU;PRE0014;;;10;#N/D;#N/D;#N/D;;REBOZ. HORNO MAMA COCINA PLUS 10 X 1 KG;;
SKU;PRE0019;;;12;#N/D;#N/D;#N/D;;PREM. ÑOQUIS PAPA DIA% CJ 12 X 400 GR;;
SKU;PRE0020;;;12;#N/D;#N/D;#N/D;;PREM. ÑOQUIS PAPA MAROLIO CJ 12 X 400 GR;;
SKU;PRE0022;;;12;#N/D;#N/D;#N/D;6;PREM. PIZZA MAMA COCINA PLUS 12 X 500 GR;;
SKU;PRE0025;;;12;#N/D;#N/D;#N/D;;PREM. PIZZA DIA% CJ 12 X 500 GR;;
SKU;PRE0026;;;12;#N/D;#N/D;#N/D;;PREM. PIZZA MAROLIO CJ 12 X 500 GR;;
SKU;PRE0027;;;12;#N/D;#N/D;#N/D;4,8;PRE. BUÑUELOS ESP MC 12X400G;;
SKU;PRE0029;;;12;#N/D;#N/D;#N/D;;PRE. CREP.MANZ. MC PLUS 12X300;;
SKU;PRE0031;;;12;#N/D;#N/D;#N/D;;Premezcla Bizcochuelo Cuquets Chocolate 12 x 0,48Kg;;
SKU;PRE0032;;;12;#N/D;#N/D;#N/D;5,76;PREM. BIZCOCHUELO CHOCOLATE MAROLIO CJ 12 X 480 GR;;
SKU;PRE0034;;;12;#N/D;#N/D;#N/D;5,76;PREM. BIZCOCHUELO LIMON MAROLIO CJ 12 X 480 GR;;
SKU;PRE0036;;;12;#N/D;#N/D;#N/D;5,76;PREM. BIZCOCHUELO NARANJA MAROLIO CJ 12 X 480 GR;;
SKU;PRE0038;;;12;#N/D;#N/D;#N/D;;Premezcla Bizcochuelo Cuquets Vainilla 12 x 0,48Kg;;
SKU;PRE0039;;;12;#N/D;#N/D;#N/D;5,76;PREM. BIZCOCHUELO VAINILLA MAROLIO CJ 12 X 480 GR;;
SKU;PRE0050;;;12;#N/D;#N/D;#N/D;6,6;PREM. PIZZA INT. PUREZA 12 X 550 GR;;
SKU;PRE0051;;;12;#N/D;#N/D;#N/D;6,6;PREM. PIZZA PUREZA 12 X 550 GR;;
SKU;PRE0061;;;12;#N/D;#N/D;#N/D;3;PREM. CHIPA MAMA COCINA PLUS 12 X 250 GR;;
SKU;PRE0069;;;12;#N/D;#N/D;#N/D;4,8;PRE.ÑOQUIS PAPA MC 12X400GR;;
SKU;PRE0070;;;12;#N/D;#N/D;#N/D;4,8;PRE.ÑOQUIS ESP. MC 12X400GR;;
SKU;PRE0078;;;12;#N/D;#N/D;#N/D;;PRE. BIZ. CHOC. MC 12X540GR;;
SKU;PRE0080;;;12;#N/D;#N/D;#N/D;;PRE. BIZ. LIMON MC 12X540GR;;
SKU;PRE0082;;;12;#N/D;#N/D;#N/D;6,48;PRE. BIZ. VAINILLA MC 12X540GR;;
SKU;PRE0131;;;1;8888,436258;4384,700106;120;5;PAN RALLADO MAMA COCINA 5KG;;
SKU;PRE0132;;;12;1052,5666;547,316278;120;4,2;PAN RALL. INTEGRAL PUREZA  x 350 GRS;;
SKU;PRE0161;;;16;#N/D;457,3409168;#N/D;8;PAN RALL. CAÑUELAS 16X500GR;;
SKU;PRE0172;;;12;#N/D;#N/D;#N/D;3,6;PRE.COOKIES CHIPSM.C.12 X 300g;;
SKU;PRE0189;;;10;#N/D;883,138241;#N/D;10;PAN RALL CAÑUELAS 10X1KG;;
SKU;PRE0204;;;12;#N/D;#N/D;#N/D;5,1;Premezcla Brownies MC 12 x 0,425Kg;;
SKU;PRE0205;;;12;#N/D;#N/D;#N/D;6,48;Prem Biz Integral con Semillas MC 12 X 0,54Kg;;
SKU;PRE0206;;;12;#N/D;#N/D;#N/D;6,48;Premezcla Biz Chocolate MC 12 x 0,54Kg;;
SKU;PRE0207;;;12;#N/D;#N/D;#N/D;6,48;Premezcla Biz Limón MC 12 x 0,54Kg;;
SKU;PRE0208;;;12;#N/D;#N/D;#N/D;6,48;Premezcla Biz Vainilla MC 12 x 0,54Kg;;
SKU;PRE0209;;;12;#N/D;#N/D;#N/D;;Premezcla Panqueque Integral Mama Cocina 12 x 300gr;;
SKU;PRE0218;;;12;1219,506499;743,8324943;120;6;PAN RALL. CON AJO Y PEREJIL 12X500GR;;
SKU;PRE0219;;;12;#N/D;#N/D;#N/D;;Bz Florencia Vainilla 480gr;;
SKU;PRE0220;;;12;#N/D;#N/D;#N/D;;Bz Florencia Chocolate 480gr;;
SKU;PRE0223;;;12;#N/D;#N/D;#N/D;;Prem Pan centeno y semillas MC 12x300g;;
SKU;PRE0224;;;12;#N/D;#N/D;#N/D;3,6;Prem Pan integral y semillas MC 12x300g;;
SKU;PRE0236;;;12;892,2056052;460,8900199;120;6;PAN RALLA. MC BOLSON 12 X500G;;
SKU;PRE0237;;;10;1716,068508;898,0218356;70;10;PAN RALL MC BOLSON 10 X 1KG;;
SKU;PRE0238;;;12;857,8349952;436,3505299;120;6;REB FREIR MC BOLSON 12 X 500G;;
SKU;PRE0239;;;10;1687,799417;847,4586018;70;10;REB FREIR MC BOLSON 10 X 1KG;;
SKU;PRE0240;;;12;1126,823698;493,3902842;120;6;REB HORNO MC BOLSON 12 X 500G;;
SKU;PRE0241;;;10;2112,183502;981,8107468;70;10;REB HORNO MC BOLSON 10 X 1KG;;
SKU;PRE0242;;;12;#N/D;#N/D;#N/D;;PR INTEG PUREZA BOLSON 12X350G;;
SKU;PRE0243;;;12;#N/D;#N/D;#N/D;;PR  AJO Y PER MC BOLSON 12x500G;;
SKU;PRE0246;;;10;2167,936504;614,9948749;100;4;PANKO MAMA COCINA 10 X 400G;;
SKU;PRE0247;;;12;#N/D;#N/D;#N/D;6,48;PRE. BIZ NARANJA VIT D MC;;
SKU;PRE0251;;;16;#N/D;#N/D;#N/D;7,2;Prem Bizc SIN TACC MC sabor Vainilla x 450g;;
SKU;PRE0252;;;16;#N/D;#N/D;#N/D;7,2;Prem Bizc SIN TACC MC sabor Chocolate x 450g;;
SKU;PRE0253;;;12;#N/D;466,4900199;#N/D;;PAN RALL MC FORT VIT 12X500G;;
SKU;PRE0254;;;10;#N/D;#N/D;#N/D;;PR MC FORTIF CON VIT 10 X 1 KG;;
SKU;PRE0259;;;12;#N/D;#N/D;#N/D;5,7;PREMEZCLA DE BIZCOCHUELO CHOCOLATE BULNEZ X 480 GRS;;
SKU;PRE0260;;;12;#N/D;#N/D;#N/D;;PREMEZCLA DE BIZCOCHUELO LIMON BULNEZ X 480 GRS;;
SKU;PRE0261;;;12;#N/D;#N/D;#N/D;;PREMEZCLA DE BIZCOCHUELO NARANJA BULNEZ X 480 GRS;;
SKU;PRE0262;;;12;#N/D;#N/D;#N/D;5,76;PREMEZCLA DE BIZCOCHUELO VAINILLA BULNEZ X 480 GRS;;
SKU;PRE0263;;;12;#N/D;#N/D;#N/D;4,8;PREM. CHIPA MC pack familiar X 400 GR;;
SKU;PRE0264;;;12;#N/D;#N/D;#N/D;6;PREM. ÑOQUI MC pack familiar X 500 GR;;
SKU;PRE0265;;;12;#N/D;#N/D;#N/D;6,6;Prem PIZZA PUREZA MASA MADRE  x 550g;;
SKU;PRE0266;;;14;#N/D;#N/D;#N/D;7;PRE - PIZZA PAN SIN TACC 14X500G;;
SKU;PRE0267;;;16;#N/D;#N/D;#N/D;;PAN RALLADO CAÑUELAS FORT 16X500GR;;
SKU;PRE0268;;;10;#N/D;#N/D;#N/D;;PAN RALL CAÑUELAS FORT 10X1KG;;
SKU;PRE0271;;;12;#N/D;#N/D;#N/D;3,6;PRE COOKIES CHO C/CHI BLAX300G;;
